,value
a1,0.0
a2,0.0
a3,0.0
a4,0.0
a5,0.0
a6,0.010578266523435515
a7,0.0
a8,0.0
a9,0.0
a10,0.0
a11,0.0
a12,0.0
a13,0.0
a14,0.0077917197110034435
a15,0.0
a16,0.0
a17,0.0
a18,0.0
a19,0.0
a20,0.0
a21,0.0
a22,0.0
a23,0.0
a24,0.0
a25,0.0
a26,0.03261874638807155
a27,0.0
28,0.0
a29,0.0
a30,0.0
a31,0.0
a32,0.003472723879451619
a33,0.0
a34,0.0
a35,0.0
a36,0.0
37,0.0
a38,0.0
a39,0.0
a40,0.054292555744433015
a41,0.0
a42,0.0
a43,0.023682925278306857
a44,0.0
