,value
a1,-0.00305243445692884
a2,0.009706616729088638
a3,0.0011235955056179768
a4,0.010374531835205985
a5,0.008577393012832318
a6,0.02736423220973783
a7,0.0023583801498127358
a8,0.013673384459901312
a9,0.0058369346009795485
a10,0.016492776886035305
a11,-0.0017495987158908512
a12,0.0006955591225254145
a13,0.012247987887481078
a14,0.016018438490348598
a15,0.026751283118324306
a16,0.026038104543233992
a17,0.005749306872902375
a18,0.009914689970869743
a19,0.007901887346698975
a20,0.0049391385767790265
a21,-0.002052434456928841
a22,0.0032323725777560677
a23,0.01331230698469019
a24,0.0181683273266907
a25,0.04018111688747274
a26,0.04515639234740363
a27,0.0012016229712858936
28,0.0016012592954459091
a29,0.024889342866870973
a30,0.037469008809410786
a31,0.010870558143783682
a32,0.010746566791510608
a33,0.00679507758159444
a34,0.0051966292134831464
a35,0.013928709802402168
a36,0.02065777153558053
37,0.002191409674077617
a38,0.009559771596979186
a39,0.0243237619642114
a40,0.03807740324594254
a41,0.03954472493798337
a42,0.05581023720349565
a43,0.04793479981009654
a44,0.056044075340606826
