media_erro,std_erro,media_features,std_features
0.18342696629213479,0.01614157258181553,3.625,1.7704166176355216
0.18099250936329586,0.011185514120006101,4.1000000000000005,1.5620499351813308
0.1858614232209738,0.007975307844579508,3.1499999999999995,1.8781639970992947
0.1848314606741573,0.014027454779065541,3.625,1.7275343701356567
0.19260299625468164,0.0125590387112967,3.4250000000000003,2.4071508054129054
0.1932584269662921,0.013933389691189707,3.5500000000000003,2.6921181251943604
0.19063670411985018,0.013756080653338526,2.8,1.8601075237738276
0.19363295880149808,0.012455647302109258,3.0500000000000003,2.48947785690092
0.1936329588014981,0.01139709667018945,3.0,2.0493901531919194
0.18979400749063666,0.014943479950694,3.4,2.2226110770892866
0.18773408239700373,0.013299506284027892,4.2749999999999995,2.3236555252446522
0.1933520599250936,0.01280240264784274,2.5500000000000003,1.8296174463531987
0.18202247191011234,0.013882961043333811,3.6750000000000003,1.6029270101910442
0.19176029962546814,0.014389043230186159,3.1000000000000005,2.3108440016582685
0.18848314606741573,0.014754546052436951,3.3249999999999997,1.8892789629909077
0.18880149812734082,0.013166869437474126,3.3766666666666665,2.041022893870206
