,value
a0,0.05081260495438755
a1,0.006170023155223303
a2,0.014696551930491575
a3,0.010236519576042769
a4,0.0
a5,0.012394330950963539
a6,0.0
a7,0.006701319225425495
a8,0.0
a9,0.00777023405555366
a10,0.020517844845623356
a11,0.0
a12,0.0
a13,0.0055528449999082685
a14,0.03751789170953934
a15,0.03581965985380009
a16,0.0
a17,0.0
a18,0.018780266849573346
a19,0.005794186622993358
a20,0.0
a21,0.01076369598093696
a22,0.010470226594995857
a23,0.011012272002326462
