media_erro,std_erro,media_features,std_features
0.2015625,0.006211744980491615,4.9,1.0198039027185568
0.19831730769230765,0.00534822006280936,5.675,0.9588404455382555
0.2006009615384615,0.011274397238837757,4.925,1.0813764376941086
0.20264423076923074,0.005539287798943727,5.275,1.5650479225889535
0.19831730769230765,0.006057501523247192,5.0,0.7745966692414834
0.19831730769230765,0.007110672816225494,5.575,1.0697546447667334
0.20120192307692308,0.006133341741429371,5.675,1.7519631845446981
0.20877403846153847,0.01716310802803365,4.25,1.5124483462254172
0.20288461538461533,0.012774356014986957,5.075,1.0580051984749415
0.20228365384615382,0.009209429208889688,5.45,1.4823967080373595
0.20072115384615383,0.010297331726251887,4.725,1.24473892845046
0.2015625,0.01016389249322844,5.75,1.9968725547715855
0.19783653846153842,0.007094401232391194,5.1,0.8
0.20144230769230767,0.00929763442587198,5.3,1.004987562112089
0.19963942307692306,0.012256669140698727,5.474999999999999,1.5966762351835766
0.20107371794871795,0.009062132562155802,5.209999999999999,1.2611672493565476
