media_erro,std_erro,media_features,std_features
0.19499999999999998,0.031137004216046055,3.3750000000000004,1.919472583810459
0.19425925925925924,0.029291473124532567,3.5250000000000004,1.8706616476530438
0.1898148148148148,0.02919531221179239,3.625,1.8396670894485232
0.18935185185185183,0.028001414573321056,3.625,1.79843682124227
0.1932407407407407,0.03098616333533681,3.575,1.9220757009025424
0.19018518518518518,0.028491449394766517,3.575,1.759083568225228
0.19037037037037036,0.02822844298117221,3.5250000000000004,1.7173744495595595
0.19249999999999998,0.02968152284425296,3.5250000000000004,1.8437394067492292
0.1872222222222222,0.030831525917440518,3.925,2.0048378986840807
0.18999999999999997,0.031330794048232025,3.7750000000000004,2.0060844947309673
0.18657407407407406,0.031182540355866904,3.9250000000000007,1.8355857375780626
0.19185185185185183,0.0313526776815827,3.625,1.9453470127460555
0.18435185185185182,0.024810495754588983,3.9000000000000004,1.6248076809271923
0.19777777777777777,0.03528057245662182,3.3999999999999995,2.177154105707724
0.18546296296296294,0.02644179232473298,3.8000000000000003,1.676305461424021
0.19053086419753082,0.029749545414685767,3.646666666666666,1.8627089106259302
