,value
a0,0.10826210826210819
a1,0.0
a2,0.1917867250712252
a3,0.13026986609686614
a4,0.18026053988603988
a5,0.16552383048433045
a6,0.15676305270655258
a7,0.21506369943019943
a8,0.15513878062678058
a9,0.15450661680911687
a10,0.07420107834757836
a11,0.1837632193732193
a12,0.09525936752136749
a13,0.20216861823361829
a14,0.10577884188034194
a15,0.19275094301994297
a16,0.0989365356125356
a17,0.1446653803418803
a18,0.12749155270655269
a19,0.12402807977207973
a20,0.10242366666666665
a21,0.16696866951566944
a22,0.07657544159544168
a23,0.23463200854700852
a24,0.13631380626780626
a25,0.1565526239316239
a26,0.16754760826210824
a27,0.17792791168091157
a28,0.14526049287749299
a29,0.15210982621082636
a30,0.1123730213675213
a31,0.1566920769230769
a32,0.13155902564102562
a33,0.1963041025641025
