media_erro,std_erro,media_features,std_features
0.252175,0.007020995299813274,4.674999999999999,1.4385322380815802
0.25287500000000007,0.008075232194804067,4.75,1.5612494995995998
0.26195,0.012338861373724898,3.4,1.5132745950421558
0.25425,0.007764502559726547,4.125,1.3451301052314606
0.258325,0.01161978377595729,4.0,1.3416407864998738
0.25577500000000003,0.009650097149770056,4.175000000000001,1.3763629608500805
0.255625,0.011624731179687566,4.65,2.0682117879946436
0.25715,0.008722241684337812,3.5999999999999996,0.916515138991168
0.25365000000000004,0.008870033821807004,4.3999999999999995,1.445683229480096
0.25612500000000005,0.006830766794438241,4.199999999999999,1.2489995996796797
0.25520000000000004,0.007642643521714205,4.074999999999999,1.330178559442303
0.254875,0.00772394814845362,3.9749999999999996,1.1723374087693357
0.25549999999999995,0.006480740698407867,3.9749999999999996,1.4402690720834077
0.254075,0.007731065579853796,4.35,1.3883443376914821
0.254075,0.007104180107514174,4.175,1.1155155758661555
0.2554416666666666,0.008613321592667362,4.168333333333333,1.3801496596868679
