,value
a0,0.10874151412262911
a1,0.0
a2,0.09503646820331133
a3,0.0
a4,0.11399737122008652
a5,0.0
a6,0.04273651966933773
a7,0.04994884950901275
a8,0.0
a9,0.0
a10,0.0
a11,0.0
a12,0.0
a13,0.0
a14,0.0
a15,0.0
a16,0.0
a17,0.0
a18,0.0
a19,0.0
a20,0.0
a21,0.01811099653186412
a22,0.0
a23,0.0
a24,0.0
a25,0.0
a26,0.0
a27,0.0
a28,0.0
a29,0.0
a30,0.0
a31,0.0
a32,0.0
a33,0.0
