media_erro,std_erro,media_features,std_features
0.04928774928774929,0.009170072330160144,6.7250000000000005,1.5650479225889538
0.048789173789173794,0.008407877561793727,6.950000000000001,1.7168284713389395
0.04893162393162391,0.009185273111496186,6.775,1.9427750770482928
0.049715099715099714,0.007826983970265612,7.424999999999999,2.2681214694103136
0.0485042735042735,0.007943751064873179,7.75,2.624404694402142
0.04935897435897435,0.009392802048310571,6.8500000000000005,1.8648056198971517
0.051353276353276335,0.009523673638623031,7.324999999999999,2.172412253694036
0.05078347578347577,0.009425152073641538,6.5249999999999995,1.9746835189467706
0.05178062678062677,0.008615289930741848,7.65,2.660357118884606
0.05106837606837607,0.009585264632438646,7.3,2.1470910553583886
0.049928774928774934,0.009448805033395433,6.825,2.212323439282782
0.049786324786324776,0.0075642903491533724,6.449999999999999,2.376446927663229
0.0507122507122507,0.007352414758156092,6.525,2.3343896418550183
0.047720797720797715,0.008493421758269983,7.025,2.091500657422799
0.048361823361823354,0.008145545277888052,6.750000000000001,1.7853571071357124
0.04973884140550808,0.008672041169280494,6.99,2.1157696649952755
