,value
a0,0.0
a1,0.00942665759451932
a2,0.01313303690152452
a3,0.0031964297801285366
a4,0.010814359938646025
a5,0.005351529344957762
a6,0.07470625264325835
a7,0.005455369131555772
a8,0.0013615793245360342
a9,0.0054637772887722634
a10,0.004489220524948408
a11,0.013788072559436147
a12,0.004421706979860476
a13,0.0020606950659137063
a14,0.0
a15,0.28069457789289126
a16,0.008533345558785863
a17,0.0033315915751472975
a18,0.012282712983902147
a19,0.0023251896162672834
a20,0.018868009857732477
a21,0.001300001090063026
a22,0.010055306987212935
a23,0.007526834717844859
a24,0.03737334495436779
a25,0.005258582126490889
a26,0.021963639876663683
a27,0.0064956467954211915
a28,0.0019423607054540523
a29,0.0026064723721219074
a30,0.0
a31,0.0
a32,0.0007616719738697935
a33,0.0
a34,0.0011820429113703571
a35,0.0027359643525575127
a36,0.02281830149556199
a37,0.0022130970717265854
a38,0.004257017949955904
a39,0.0
a40,0.0
a41,0.002468975102552174
a42,0.0
a43,0.0008455104510655675
a44,0.003648671267812871
a45,0.030477352474409594
a46,0.0
a47,0.0
a48,0.001492174870961763
a49,0.008577090875772266
a50,0.000650000545031513
a51,0.05024139986512785
a52,0.18877292421078817
a53,0.004004349769691618
a54,0.03953217181983074
a55,0.02860035717384108
a56,0.032494621629648626
